raw_name,canonical_name,product_id
Бочко вл.Кърпи 120бр,Бочко вл.Кърпи 120бр,1013
Брей! Точени кори,Брей! Точени кори,1014
Букет хризантеми 5бр,Букет хризантеми 5бр,1015
"Велинград вода 0,5","Велинград вода 0,5",1016
Гума с острилка,Гума с острилка,1017
Гюзел кори 400 г,Гюзел кори 400 г,1018
Дерони клас горч 200,Дерони клас горч 200,1019
Джоджен връзка бр.,Джоджен връзка бр.,1020
Домати Адора 300г бр,Домати Адора 300г бр,1021
Домати Албенга кг,Домати Албенга кг,1022
Домати микс 500 гр,Домати микс 500 гр,1023
Елена КС ИО 500г,Елена КС ИО 500г,1024
Елена КС шайби 400г,Елена КС шайби 400г,1025
Еленко Кашкавал 400г,Еленко Кашкавал 400г,1026
К-кт за резници,К-кт за резници,1027
КЕНКренвирши320гр,КЕНКренвирши320гр,1028
Картофено кюфте80г,Картофено кюфте80г,1029
Карфиол броколи 300г,Карфиол броколи 300г,1030
Киви Голд 500г бр,Киви Голд 500г бр,1031
Кн. МРАВКИТЕ,Кн. МРАВКИТЕ,1032
Кн. Мама,Кн. Мама,1033
Кн.Да поиграем навън,Кн.Да поиграем навън,1034
Кн.Как жабчето Кваки,Кн.Как жабчето Кваки,1035
Кн.Мозайки. Домашни,Кн.Мозайки. Домашни,1036
Кн.Моят дядо,Кн.Моят дядо,1037
Кн.Моята баба,Кн.Моята баба,1038
Контейнер за съхр.,Контейнер за съхр.,1039
Кус кус 500г,Кус кус 500г,1040
Лаврак чистен кг,Лаврак чистен кг,1041
Мащерка бр,Мащерка бр,1042
Мини пици Прошуто,Мини пици Прошуто,1043
Млечен шоколад80гр,Млечен шоколад80гр,1044
Ная вафли 321г,Ная вафли 321г,1045
Нишесте шоколад 60,Нишесте шоколад 60,1046
Ноч. Био лешници 250,Ноч. Био лешници 250,1047
Ориз екстра,Ориз екстра,1048
Писалка Carotina,Писалка Carotina,1049
Пица Специале 1kg,Пица Специале 1kg,1050
Портокали (кг),Портокали (кг),1051
Пуешко месо за готв.,Пуешко месо за готв.,1052
Роза 60см.,Роза 60см.,1053
Роса Изворна вода,Роса Изворна вода,1054
Салата Дъбово листо,Салата Дъбово листо,1055
Салата Хрупкав микс,Салата Хрупкав микс,1056
Сарми лозови постни,Сарми лозови постни,1057
Снак мляко,Снак мляко,1058
Средиземноморска 250,Средиземноморска 250,1059
Уред за гладене,Уред за гладене,1060
Фасул зелен,Фасул зелен,1061
Фурма без кост.350г,Фурма без кост.350г,1062
"Хляб,600гр","Хляб,600гр",1063
Хоризонт L6 подови,Хоризонт L6 подови,1064
Чай Билкана 30 гр,Чай Билкана 30 гр,1065
брашно от лимец пъл.,брашно от лимец пъл.,1066
